ENTITY_ID,SYS_ID,ADDRESS_LINE,ADDRESS_CITY,ADDRESS_STATE,ADDRESS_COUNTRY,SUB_ENTITY_ID,BATCH_NO,BATCH_DATE
"HM12755","9500"," Naft Blvd Omidieh","","Khouzestan","Iran","","19790463","20130510"
"HM12756","9501"," Khamenei Ave","","Khoramshar","Iran","","19790463","20130510"
"HM12757","9502"," No.42 Zan Blvd Naft Sq","","Kermanshah","Iran","","19790463","20130510"
"HM12758","9503"," No.18 Payam 6 St Payam Ave Sheshsad Dastgah","","Mashhad","Iran","","19790463","20130510"
"HM12759","9504"," No.17 Beyhaghi St Argentine Sq","","Tehran","Iran","","19790463","20130510"
"HM12761","9505"," Pars Special Economic Energy Zone Org Assaluyeh","","Boushehr","Iran","","19790463","20130510"
"HM12764","9506"," No.20 Alvand St Argentina Sq","","Tehran","Iran","","19790463","20130510"
"HM12766","9507"," OG 1 International House The Parade St. Helier","","Jersey","UK","","19790463","20130510"
"HM12768","9508"," Sarl Ave De la Tour-Haldimand 6 Pully","","Schweiz","","","19790463","20130510"
"HM12792","9509"," 41, 1st Floor International House The Parade St Helier","","Jersey","","","19790463","20130510"
"HM12792","9510"," Kish Harbour Bazargan Ferdos Warehouses","","Kish Island","Iran","","19790463","20130510"
"HM12792","9511"," National Iranian Oil Company - PEDCO P.O. Box 2965 Al Bathaa Tower 9th Floor","Apt 905, Al Buhaira Corniche","Sharjah","United Arab Emirates","","19790463","20130510"
"HM12792","9512"," No.102, next to Shahid Amir Soheil Tabrizian Alley Shahid Dastgerdi (Ex Zafar) Street Shariati Street","","Tehran","Iran","","19790463","20130510"
"HM12792","9513"," No.22, 7th Lane Khalid Eslamboli Street Shahid Beheshti Avenue","","Tehran","Iran","","19790463","20130510"
"HM12792","9514"," P.O. Box 15875-6731","","Tehran","Iran","","19790463","20130510"
"HM12793","9515"," Calle La Guairita Centro Profesional Eurobuilding Piso 8 Oficina 8E","Chuao","Caracas","Venezuela","","19790463","20130510"
"HM12793","9516"," No.35 Farhang Blvd Saadat Abad","","Tehran","Iran","","19790463","20130510"
"HM12793","9517"," P.O. Box 3136 Road Town","","Tortola","British Virgin Islands","","19790463","20130510"
"HM12794","9518"," P.O. Box 72146","","Dubai","United Arab Emirates","","19790463","20130510"
"HM12795","9519"," 47 Queen Anne Street","","London","United Kingdom","","19790463","20130510"
"HM12796","9520"," National Iranian Gas Company Building South Aban Street Karimkhan Boulevard","","Tehran","Iran","","19790463","20130510"
"HM12796","9521"," NIGC Main Bldg South Aban St Karimkhan Ave","","Tehran","Iran","","19790463","20130510"
"HM12796","9522"," PO Box 15875","","Tehran","Iran","","19790463","20130510"
"HM12797","9523"," 4 Varsho Street","","Tehran","","","19790463","20130510"
"HM12797","9524"," PO Box 15815/3499","","Tehran","","","19790463","20130510"
"HM12798","9525"," 35 East Shahid Atefi Street Africa Ave P.O. Box 19395-4833","","Tehran","","","19790463","20130510"
"HM12799","9526"," Aleppo Street PO Box 5966","","Damascus","Syria","","19790463","20130510"
"HM12800","9527"," Timiriazeva str 65A","","","Belarus","","19790463","20130510"
"HM12801","9528"," Rukn Addin Saladin Street Building 5 PO Box: 7006","","Damascus","Syria","","19790463","20130510"
"HM12803","9529"," No. 2817 Firouzeh Tower (above park way junction) Valiaar St","","Tehran","","","19790463","20130510"
"HM12804","9530"," Bozorgmehr St Vali-e Asr Ave","","Tehran","","","19790463","20130510"
"HM12807","9531"," Blaak 512 3011 TA Rotterdam","","","Netherlands","","19790463","20130510"
"HM12807","9532"," Weena 333 3013 AL Rotterdam","","","Netherlands","","19790463","20130510"
"HM12808","9533"," Mir Ali North Waziristan Agency","","Federal Administered Tribal Areas","Pakistan","","19790463","20130510"
"HM12808","9534"," Mir Ali North Waziristan Agency","","Federal Administered Tribal Areas","Pakistan","","19790463","20130510"
"HM12808","9535"," Mir Ali North Waziristan Agency","","Federal Administered Tribal Areas","Pakistan","","19790463","20130510"
"HM12808","9536"," Mir Ali North Waziristan Agency","","Federal Administered Tribal Areas","Pakistan","","19790463","20130510"
"HM12813","9537"," Room number 33 5th Floor Sarafi Market Kandahar City Kandahar Province","","","Afghanistan","","19790463","20130510"
"HM12813","9538"," Room number 33 5th Floor Sarafi Market Kandahar City Kandahar Province","","","Afghanistan","","19790463","20130510"
"HM12813","9539"," Safaar Bazaar Garmser District Helmand Province","","","Afghanistan","","19790463","20130510"
"HM12813","9540"," Safaar Bazaar Garmser District Helmand Province","","","Afghanistan","","19790463","20130510"
"HM12813","9541"," Wesh Spin Boldak District Kandahar Province","","","Afghanistan","","19790463","20130510"
"HM12813","9542"," Wesh Spin Boldak District Kandahar Province","","","Afghanistan","","19790463","20130510"
"HM12814","9543"," Branch Office 1 Room number 33 5th Floor Sarafi Market","Kandahar city","Kandahar Province","Afghanistan","","19790463","20130510"
"HM12814","9544"," Branch Office 10 Zahedan Zabol Province","","","Iran","","19790463","20130510"
"HM12814","9545"," Branch Office 2 Shop number 4, Azizi Bank Haji Muhammad Isa Market Wesh","Spin Boldak","Kandahar Province","Afghanistan","","19790463","20130510"
"HM12814","9546"," Branch Office 3 Safaar Bazaar Garmser District Helmand Province","","","Afghanistan","","19790463","20130510"
"HM12814","9547"," Branch Office 4 Lashkar Gah Helmand Province","","","Afghanistan","","19790463","20130510"
"HM12814","9548"," Branch Office 5 Gereshk District Helmand Province","","","Afghanistan","","19790463","20130510"
"HM12814","9549"," Branch Office 6 Zaranj District Nimroz Province","","","Afghanistan","","19790463","20130510"
"HM12814","9550"," Branch Office 7(i) Dr Barno Road Quetta","","","Pakistan","","19790463","20130510"
"HM12814","9551"," Branch Office 7(ii) Haji Mohammed Plaza Tol Aram Road near Jamaluddin Afghani Road","Quetta","","Pakistan","","19790463","20130510"
"HM12814","9552"," Branch Office 7(iii) Kandahari Bazaar Quetta","","","Pakistan","","19790463","20130510"
"HM12814","9553"," Branch Office 8 Chaman Baluchistan Province","","","Pakistan","","19790463","20130510"
"HM12814","9554"," Branch Office 9 Chaghi Bazaar Chaghi Baluchistan Province","","","Pakistan","","19790463","20130510"
"HM12815","9555"," Iranian University of Science and Technology 16845-188 Tehran","","","Iran","","19790463","20130510"
"HM12816","9556"," Azadi Ave 11365-8639 Tehran","","","Iran","","19790463","20130510"
"HM12817","9557"," 22 Bahman St. Bozorgmehr Ave 84155666 Esfahan","","","Iran","","19790463","20130510"
"HM12818","9558"," Arak Road Km 5 Tehran Road 38189-8116 Arak","","","Iran","","19790463","20130510"
"HM12820","9559"," Parcham St 13th Km of Qom Rd 38135 Arak","","","","","19790463","20130510"
"HM12820","9560"," Unit 38 5th Fl Bldg No 60 Golfam St","Jordan, 19395-5716","Tehran","Iran","","19790463","20130510"
"HM12822","9561","","","","Hong Kong","","19790463","20130510"
"HM12823","9562"," Avenue De la Tour-Halimand 6 1009 Pully","","","Switzerland","","19790463","20130510"
"HM12825","9563"," 19A-31-3A Level 31 Business Suite Wisma UOA Jalan Pinang 50450","Kuala Lumpur","Wilayah Persekutuan","","","19790463","20130510"
"HM12825","9564"," Investor Relations Menara Prima 17th floor Jalan Lingkar Mega Kuningan Blok 6.2 South Jakarta","Jakarta","","Indonesia","","19790463","20130510"
"HM12825","9565"," Unit 13 (C) Main Office Tower Financial Park Labuan Complex Jalan Merdeka","87000 Federal Territory of Labuan","Labuan F.T 87000","Malaysia","","19790463","20130510"
"HM12827","9566"," SCT Bankers Company Branch: No. 301 3rd Floor, Sadaf Building Kish Island P.O. Box 1618","","","Iran","","19790463","20130510"
"HM12827","9567"," SCT Bankers Company Branch: No.1808 18th Floor Grosvenor House Commercial Tower Sheik Zayed Road","Dubai","P.O. Box 31988","UAE","","19790463","20130510"
"HM12829","9568","","","","Algeria","","19790463","20130510"
"HM12829","9569","","","","Mali","","19790463","20130510"
"HM12831","9570"," No.1 Tehran Iranshahr Ave Shadab St","","P.O.Box: 79145/3184","","","19790463","20130510"
"HM12832","9571"," No.194 Tehran Sepahbod Gharani Ave.","","","","","19790463","20130510"
"HM12833","9572"," No.263 Tehran Ostad Nejatollahi Ave. P.O.Box: 11365/6714","","","","","19790463","20130510"
"HM12834","9573"," No 234 Taleghani St Tehran","","","Iran","","19790463","20130510"
"HM12836","9574"," 11/1 Sharif Ave Vanaq Square Tehran 19699","","","Iran","","19790463","20130510"
"HM12836","9575"," No. 56 Haghani Boulevard Vanak Square Tehran","1517973511","PO Box 19395-6314","Iran","","19790463","20130510"
"HM12840","9576"," North and South Kivu","","","Democratic Republic of the Congo","","19790463","20130510"
"HM12842","9577","","","","Mali","","19790463","20130510"
"HM12847","9578"," Pyongyang DPRK","","","","","19790463","20130510"
"HM12848","9579"," Room 1610 Nan Fung Tower 173 Des Voeux Road Hong Kong","","","","","19790463","20130510"
"HM12852","9580","","","Tehran","","","19790463","20130510"
"HM12854","9581","","","Tehran","","","19790463","20130510"
"HM12859","9582","","","Gao","Mali","","19790463","20130510"
"HM12860","9583","","","Al Moustarat","Mali","","19790463","20130510"
"HM12860","9584","","","Al Moustarat","Mali","","19790463","20130510"
"HM12860","9585","","","Al Moustarat","Mali","","19790463","20130510"
"HM12860","9586","","","Al Moustarat","Mali","","19790463","20130510"
"HM12860","9587","","","Al Moustarat","Mali","","19790463","20130510"
"HM12860","9588","","","Al Moustarat","Mali","","19790463","20130510"
"HM12860","9589","","","Gao","Mali","","19790463","20130510"
"HM12860","9590","","","Gao","Mali","","19790463","20130510"
"HM12860","9591","","","Gao","Mali","","19790463","20130510"
"HM12860","9592","","","Gao","Mali","","19790463","20130510"
"HM12860","9593","","","Gao","Mali","","19790463","20130510"
"HM12860","9594","","","Gao","Mali","","19790463","20130510"
"HM12860","9595","","","In Khalil","Mali","","19790463","20130510"
"HM12860","9596","","","In Khalil","Mali","","19790463","20130510"
"HM12860","9597","","","In Khalil","Mali","","19790463","20130510"
"HM12860","9598","","","In Khalil","Mali","","19790463","20130510"
"HM12860","9599","","","In Khalil","Mali","","19790463","20130510"
"HM12860","9600","","","In Khalil","Mali","","19790463","20130510"
"HM12860","9601","","","Tabankort","Mali","","19790463","20130510"
"HM12860","9602","","","Tabankort","Mali","","19790463","20130510"
"HM12860","9603","","","Tabankort","Mali","","19790463","20130510"
"HM12860","9604","","","Tabankort","Mali","","19790463","20130510"
"HM12860","9605","","","Tabankort","Mali","","19790463","20130510"
"HM12860","9606","","","Tabankort","Mali","","19790463","20130510"
"HM12862","9607","","","","Mali","","19790463","20130510"
"HM12863","9608","","","Quetta","Pakistan","","19790463","20130510"
"HM12863","9609","","","Quetta","Pakistan","","19790463","20130510"
"HM12864","9610","","","Tehran","Iran","","19790463","20130510"
"HM12866","9611"," Mali","","","","","19790463","20130510"
"HM12871","9612","","","Pyongyang","DRPK","","19790463","20130510"
"HM12872","9613","","","London","United Kingdom","","19790463","20130510"
"HM6894","9614"," Jalan Nakula Komplek Witana Harja III Blok C 106-107","","Tangerang","Indonesia","","19790463","20130510"
"HM6894","9615"," Jalan Nakula Komplek Witana Harja III Blok C 106-107","","Tangerang","Indonesia","","19790463","20130510"
"HM6895","9616"," Iltifat village Shakardara District","","Kabul Province","Afghanistan","","19790463","20130510"
"HM6895","9617"," Puli Charkhi Area District Number 9","Kabul City","Kabul Province","","","19790463","20130510"
"HM6925","9618","","","","United States of America","","19790463","20130510"
"HM6925","9619","","","","United States of America","","19790463","20130510"
"HM6925","9620","","","","United States of America","","19790463","20130510"
"HM6925","9621","","","","United States of America","","19790463","20130510"
"HM6927","9622","","","Johannesburg","South Africa","","19790463","20130510"
"HM6930","9623"," 8 Adie Road","Hammersmith","London","United Kingdom","","19790463","20130510"
"HM6930","9624"," 9 Aldbourne Road","Shepherds Bush","London","United Kingdom","","19790463","20130510"
"HM6932","9625","","","","United Kingdom (since 1993)","","19790463","20130510"
"HM6932","9626","","","","United Kingdom (since 1993)","","19790463","20130510"
"HM6935","9627","","","","Philippines","","19790463","20130510"
"HM6940","9628"," Cheprahar Hadda Mia Omar Sabaqah School","","Jalalabad","Afghanistan","","19790463","20130510"
"HM6940","9629"," G.T. Road (probably Grand Trunk Road) near Pushtoon Garhi Pabbi","","Peshawar","Pakistan (Headquarters)","","19790463","20130510"
"HM6961","9630","","","","Bangladesh","","19790463","20130510"
"HM6961","9631","","","","Yemen","","19790463","20130510"
"HM6961","9632","","","Gaza Strip","","","19790463","20130510"
"HM6961","9633"," 20-24 Branford Place Suite 705","Newark","New Jersey","United States of America (Former location)","","19790463","20130510"
"HM6961","9634"," 8820 Mobile Avenue IA Oak Lawn","","Illinois","United States of America","","19790463","20130510"
"HM6961","9635"," 9838 S. Roberts Road Suite 1W","Palos Hills","Illinois","United States of America (Former location)","","19790463","20130510"
"HM6961","9636"," PO Box 1937","","Khartoum","Sudan","","19790463","20130510"
"HM6961","9637"," PO Box 548","Worth","Illinois","United States of America","","19790463","20130510"
"HM6962","9638","","","London","United Kingdom","","19790463","20130510"
"HM6963","9639","","","","Algeria","","19790463","20130510"
"HM6968","9640"," 302b-40, Good Earth Court Opposite Pia Planitarium Block 13a Gulshan-I-Iqbal","","Karachi","Pakistan","","19790463","20130510"
"HM6968","9641"," 605 Landmark Plaza 11 Chundrigar Road Opposite Jang Building","","Karachi","Pakistan","","19790463","20130510"
"HM6968","9642"," 617 Clifton Center Block 5 6th Floor Clifton","","Karachi","Pakistan","","19790463","20130510"
"HM6968","9643"," Jamia Maajid Sulalman Park Melgium Pura","","Lahore","Pakistan","","19790463","20130510"
"HM6968","9644"," Jamia Masjid Sulaiman Park Begum Pura","","Lahore","Pakistan","","19790463","20130510"
"HM6968","9645"," Kitab Ghar Darul Ifta Wal Irshad Nazimabad No 4","","Karachi","Pakistan","","19790463","20130510"
"HM6968","9646"," Kitas Ghar Nazimabad 4 Dahgel-Iftah","","Karachi","Pakistan","","19790463","20130510"
"HM6968","9647"," Office Dha'rbi-M'unin Opposite Khyber Bank Abbottabad Road","","Mansehra","Pakistan","","19790463","20130510"
"HM6968","9648"," Office Dha'rbi-M'unin Rm No 3 Moti Plaza Near Liaquat Bagh","Muree Road","Rawalpindi","Pakistan","","19790463","20130510"
"HM6968","9649"," Office Dha'rbi-M'unin Top Floor Dr. Dawa Khan Dental Clinic Surgeon Main Baxae","Mingora","Swat","Pakistan","","19790463","20130510"
"HM6968","9650"," Office Dha'rbi-M'unin ZR Brothers Katcherry Road Chowk Yadgaar","","Peshawar","Pakistan","","19790463","20130510"
"HM6972","9651","","","","Kuwait (at time of listing)","","19790463","20130510"
"HM6972","9652","","","","Saudi Arabia (at time of listing)","","19790463","20130510"
"HM6972","9653","","","","United Arab Emirates (at time of listing)","","19790463","20130510"
"HM6972","9654","","","","Afghanistan (at time of listing)","","19790463","20130510"
"HM6972","9655"," Jordan House No 125 Street 54 Phase II Hayatabad","","Peshawar","Pakistan (at time of listing)","","19790463","20130510"
"HM6973","9656"," Jamal Street Al-Dahima alley","","Al-Hudaydah","Yemen","","19790463","20130510"
"HM6987","9657","","","","Pakistan","","19790463","20130510"
"HM6990","9658","","","","Somalia","","19790463","20130510"
"HM6991","9659","","","Sarajevo","Bosnia and Herzegovina","","19790463","20130510"
"HM6991","9660"," 64 Poturmahala","","Travnik","Bosnia and Herzegovina","","19790463","20130510"
"HM6995","9661","","","","Somalia","","19790463","20130510"
"HM6995","9662","","","","Somalia","","19790463","20130510"
"HM6997","9663","","","","Yemen (since Nov 2008)","","19790463","20130510"
"HM6997","9664"," Shari Tunis","","Sana'a","Yemen (previous address)","","19790463","20130510"
"HM7004","9665"," Al Nawafaliyyin Jarraba Street","Taqsim Al Zuruq","Tripoli","Libyan Arab Jamahiriya","","19790463","20130510"
"HM7004","9666"," Al Nawafaliyyin Jarraba Street","Taqsim Al Zuruq","Tripoli","Libyan Arab Jamahiriya","","19790463","20130510"
"HM7024","9667"," 50th Street No 23 Zehrouni","","Tunis","Tunisia","","19790463","20130510"
"HM7029","9668","","","","Pakistan","","19790463","20130510"
"HM7031","9669"," Ein el-Hilweh camp","","","Lebanon","","19790463","20130510"
"HM7082","9670"," Street 13 Wazir Akbar Khan","","Kabul","Afghanistan","","19790463","20130510"
"HM7082","9671"," Street 13 Wazir Akbar Khan","","Kabul","Afghanistan","","19790463","20130510"
"HM7082","9672"," Street 13 Wazir Akbar Khan","","Kabul","Afghanistan","","19790463","20130510"
"HM7082","9673"," Street 13 Wazir Akbar Khan","","Kabul","Afghanistan","","19790463","20130510"
"HM7082","9674"," Street 13 Wazir Akbar Khan","","Kabul","Afghanistan","","19790463","20130510"
"HM7082","9675"," Street 13 Wazir Akbar Khan","","Kabul","Afghanistan","","19790463","20130510"
"HM7082","9676"," Street 13 Wazir Akbar Khan","","Kabul","Afghanistan","","19790463","20130510"
"HM7082","9677"," Street 13 Wazir Akbar Khan","","Kabul","Afghanistan","","19790463","20130510"
"HM7082","9678"," Street 13 Wazir Akbar Khan","","Kabul","Afghanistan","","19790463","20130510"
"HM7089","9679"," Via Milano No 38","","Spinadesco (CR)","Italy","","19790463","20130510"
"HM7091","9680"," Ibn Al-Haythman Street No 6 Manubah","","Tunis","Tunisia","","19790463","20130510"
"HM7092","9681","","","","Tunisia","","19790463","20130510"
"HM7093","9682"," Via Val Bavona No 1","","Milan","Italy","","19790463","20130510"
"HM7105","9683"," 7th Street No 7","","Hay Anas Safi","Morocco","","19790463","20130510"
"HM7124","9684","","","","Germany (in prison)","","19790463","20130510"
"HM7141","9685"," 9935 South 76th Avenue Unit 1","Bridgeview","Illinois","United States of America","","19790463","20130510"
"HM7141","9686"," PO Box 1406","Bridgeview","Illinois","United States of America","","19790463","20130510"
"HM7146","9687","","","","Lebanon","","19790463","20130510"
"HM7148","9688","","","","Tunisia","","19790463","20130510"
"HM7149","9689","","","","Morocco","","19790463","20130510"
"HM7159","9690","","","","Afghanistan","","19790463","20130510"
"HM7159","9691","","","","Afghanistan","","19790463","20130510"
"HM7210","9692","","","","Afghanistan","","19790463","20130510"
"HM7210","9693","","","","Pakistan","","19790463","20130510"
"HM7212","9694","","","Kandahar City","Afghanistan","","19790463","20130510"
"HM7220","9695"," Via Masina No 7","","Milan","Italy","","19790463","20130510"
"HM7240","9696","","","","Pakistan","","19790463","20130510"
"HM7240","9697","","","","Afghanistan","","19790463","20130510"
"HM7247","9698","","","","Algeria","","19790463","20130510"
"HM7247","9699","","","","Morocco","","19790463","20130510"
"HM7247","9700","","","","Mauritania","","19790463","20130510"
"HM7247","9701","","","","Niger","","19790463","20130510"
"HM7247","9702","","","","Tunisia","","19790463","20130510"
"HM7247","9703","","","","Mali","","19790463","20130510"
"HM7249","9704","","","","Libyan Arab Jamahiriya","","19790463","20130510"
"HM7255","9705"," Rue Leon Theodore No 107/1 1090 Jette","","Brussels","Belgium","","19790463","20130510"
"HM7296","9706"," Kushal Khan Mena District Number 5","","Kabul","Afghanistan","","19790463","20130510"
"HM7405","9707"," Khairkhana Section Number 3","","Kabul","Afghanistan","","19790463","20130510"
"HM7405","9708"," Khairkhana Section Number 3","","Kabul","Afghanistan","","19790463","20130510"
"HM7407","9709"," Room 9a 2nd Floor Wahdat Road Education Town","","Lahore","Pakistan","","19790463","20130510"
"HM7407","9710"," Wares Colony","","Lahore","Pakistan (at time of listing)","","19790463","20130510"
"HM7416","9711","","","","Algeria","","19790463","20130510"
"HM7515","9712"," Via Carlo Porta n.97","","Legnano","Italy","","19790463","20130510"
"HM7530","9713","","","","Pakistan","","19790463","20130510"
"HM7530","9714"," Street 13 Wazir Akbar Khan","","Kabul","Afghanistan","","19790463","20130510"
"HM7793","9715"," No 8/B Via Torino","","Cassano Magnago (VA)","Italy","","19790463","20130510"
"HM7794","9716","","","","Algeria","","19790463","20130510"
"HM7795","9717","","","","Italy","","19790463","20130510"
"HM7795","9718","","","","Italy","","19790463","20130510"
"HM7795","9719","","","","Italy","","19790463","20130510"
"HM7795","9720","","","","Italy","","19790463","20130510"
"HM7797","9721","","","","France","","19790463","20130510"
"HM7798","9722","","","","Tunisia","","19790463","20130510"
"HM7804","9723"," Via Tovaglie no 26","","Bologna","Italy","","19790463","20130510"
"HM7806","9724","","","","Algeria","","19790463","20130510"
"HM7807","9725"," Bardo","","Tunis","Tunisia","","19790463","20130510"
"HM7808","9726","","","Nuoro","Italy","","19790463","20130510"
"HM7808","9727","","","Nuoro","Italy","","19790463","20130510"
"HM7811","9728"," Al Khalani Square","","Baghdad","Iraq","","19790463","20130510"
"HM7813","9729"," Rashid Street","","Baghdad","Iraq","","19790463","20130510"
"HM7814","9730"," Al Masarif Street","","Baghdad","Iraq","","19790463","20130510"
"HM7814","9731"," PO Box 7177 Haifa Street","","Baghdad","Iraq","","19790463","20130510"
"HM7815","9732"," Rashid Street","","Baghdad","Iraq","","19790463","20130510"
"HM7817","9733"," 2 Stratford Place","","London","United Kingdom","","19790463","20130510"
"HM7817","9734"," 53/64 Chancery Lane","","London","United Kingdom","","19790463","20130510"
"HM7818","9735"," 53/64 Chancery Lane","","London","United Kingdom","","19790463","20130510"
"HM7835","9736","","","","Philippines","","19790463","20130510"
"HM7845","9737"," Seksyen 17 Shah Alam Selangor","","","Malaysia","","19790463","20130510"
"HM7845","9738"," Seksyen 17 Shah Alam Selangor","","","Malaysia","","19790463","20130510"
"HM7846","9739"," Kg. Sg. Tiram Johor","","","Malaysia","","19790463","20130510"
"HM7848","9740"," Taman Bukit Ampang","","State of Selangor","Malaysia (as at Apr 2009)","","19790463","20130510"
"HM7857","9741","","","","Germany","","19790463","20130510"
"HM7857","9742","","","","Germany","","19790463","20130510"
"HM7858","9743","","","","Germany","","19790463","20130510"
"HM7860","9744","","","","Algeria","","19790463","20130510"
"HM7860","9745","","","","Algeria","","19790463","20130510"
"HM7860","9746","","","","Algeria","","19790463","20130510"
"HM7860","9747","","","","Algeria","","19790463","20130510"
"HM7860","9748","","","","Algeria","","19790463","20130510"
"HM7860","9749","","","","Algeria","","19790463","20130510"
"HM7860","9750","","","","Algeria","","19790463","20130510"
"HM7861","9751","","","","Germany","","19790463","20130510"
"HM7863","9752"," House No 37 30th Street - defence Housing Authority","","Karachi","Pakistan","","19790463","20130510"
"HM7863","9753"," House no. 29 Margalla Road F 6/2 Street no.22","","Karachi","Pakistan","","19790463","20130510"
"HM7863","9754"," Noorabad","","Karachi","Pakistan (Palatial bungalow in the hilly area)","","19790463","20130510"
"HM7863","9755"," White House Near Saudi Mosque Clifton","","Karachi","Pakistan","","19790463","20130510"
"HM7865","9756"," Via Cilea 40 Milan","","","Italy (Domicile)","","19790463","20130510"
"HM7866","9757","","","","Somalia","","19790463","20130510"
"HM7868","9758"," Via della Martinella 132","","Parma","Italy (Domicile)","","19790463","20130510"
"HM7869","9759","","","Casablanca","Morocco","","19790463","20130510"
"HM7871","9760"," Via Cefalonia 11","","Milan","Italy (Domicile, last known address)","","19790463","20130510"
"HM7871","9761"," Via Cefalonia 11","","Milan","Italy (Domicile, last known address)","","19790463","20130510"
"HM7871","9762"," Via Monte Grappa 15","Arluno","Milan","Italy","","19790463","20130510"
"HM7871","9763"," Via Monte Grappa 15","Arluno","Milan","Italy","","19790463","20130510"
"HM7872","9764"," Corso Lodi 59","","Milan","Italy","","19790463","20130510"
"HM7872","9765"," Corso Lodi 59","","Milan","Italy","","19790463","20130510"
"HM7872","9766"," Corso Lodi 59","","Milan","Italy","","19790463","20130510"
"HM7874","9767"," Corso XXII Marzo No 39","","Milan","Italy","","19790463","20130510"
"HM7874","9768"," Corso XXII Marzo No 39","","Milan","Italy","","19790463","20130510"
"HM7874","9769"," Corso XXII Marzo No 39","","Milan","Italy","","19790463","20130510"
"HM7875","9770","","","","Tunisia","","19790463","20130510"
"HM7876","9771"," 41-45 Rue Estienne d'Orves","","Pre Saint Gervais","France","","19790463","20130510"
"HM7876","9772"," 41-45 Rue Estienne d'Orves","","Pre Saint Gervais","France","","19790463","20130510"
"HM7876","9773"," 41-45 Rue Estienne d'Orves","","Pre Saint Gervais","France","","19790463","20130510"
"HM7877","9774"," Libya Street no 9 Manzil Tmim","","Nabeul","Tunisia","","19790463","20130510"
"HM7877","9775"," Libya Street no 9 Manzil Tmim","","Nabeul","Tunisia","","19790463","20130510"
"HM7877","9776"," Libya Street no 9 Manzil Tmim","","Nabeul","Tunisia","","19790463","20130510"
"HM7877","9777"," Libya Street no 9 Manzil Tmim","","Nabeul","Tunisia","","19790463","20130510"
"HM7877","9778"," Libya Street no 9 Manzil Tmim","","Nabeul","Tunisia","","19790463","20130510"
"HM7877","9779"," Libya Street no 9 Manzil Tmim","","Nabeul","Tunisia","","19790463","20130510"
"HM7877","9780"," Libya Street no 9 Manzil Tmim","","Nabeul","Tunisia","","19790463","20130510"
"HM7877","9781"," Libya Street no 9 Manzil Tmim","","Nabeul","Tunisia","","19790463","20130510"
"HM7877","9782"," Libya Street no 9 Manzil Tmim","","Nabeul","Tunisia","","19790463","20130510"
"HM7877","9783"," Libya Street no 9 Manzil Tmim","","Nabeul","Tunisia","","19790463","20130510"
"HM7877","9784"," Libya Street no 9 Manzil Tmim","","Nabeul","Tunisia","","19790463","20130510"
"HM7877","9785"," Libya Street no 9 Manzil Tmim","","Nabeul","Tunisia","","19790463","20130510"
"HM7877","9786"," Libya Street no 9 Manzil Tmim","","Nabeul","Tunisia","","19790463","20130510"
"HM7877","9787"," Libya Street no 9 Manzil Tmim","","Nabeul","Tunisia","","19790463","20130510"
"HM7878","9788"," Via Bertesi no 27","","Cremona","Italy","","19790463","20130510"
"HM7878","9789"," Via Bertesi no 27","","Cremona","Italy","","19790463","20130510"
"HM7878","9790"," Via Plebiscito no 3","","Cremona","Italy","","19790463","20130510"
"HM7878","9791"," Via Plebiscito no 3","","Cremona","Italy","","19790463","20130510"
"HM7879","9792"," Via Plebiscito 3","","Cermona","Italy","","19790463","20130510"
"HM7883","9793","","","","Algeria","","19790463","20130510"
"HM7890","9794","","","","Algeria","","19790463","20130510"
"HM7890","9795","","","","Algeria","","19790463","20130510"
"HM7997","9796","","","","Algeria","","19790463","20130510"
"HM7998","9797"," Jalan Laut Sulawesi Blok DII/4","Kavling Angkatan Laut Duren Sawit","Jakarta Timur","Indonesia","","19790463","20130510"
"HM7999","9798"," House #279 Nazimuddin Road F-10/1","","Islamabad","Pakistan (at time of listing)","","19790463","20130510"
"HM8000","9799","","","Dadaab","Kenya (at time of listing)","","19790463","20130510"
"HM8000","9800","","","Garissa","Kenya (at time of listing)","","19790463","20130510"
"HM8000","9801","","","Nairobi","Kenya (at time of listing)","","19790463","20130510"
"HM8001","9802","","","Singida (at time of listing)","","","19790463","20130510"
"HM8001","9803","","","Tanga (at time of listing)","","","19790463","20130510"
"HM8001","9804"," PO Box 3616","","Dar es Salaam","Tanzania (at time of listing)","","19790463","20130510"
"HM8008","9805"," PO Box 8096","","Sana'a","Yemen","","19790463","20130510"
"HM8009","9806","","","","Algeria","","19790463","20130510"
"HM8011","9807","","","","Algeria","","19790463","20130510"
"HM8012","9808"," No 6 Rue Mohamed Khemisti","","Annaba","Algeria","","19790463","20130510"
"HM8013","9809"," No 25 Via Padre Massimiliano Kolbe","","Sant' Anastasia (NA)","Italy","","19790463","20130510"
"HM8015","9810"," No 1 Via Porte Giove","","Mortara (PV)","Italy (Domicile)","","19790463","20130510"
"HM8015","9811"," No 1 Via Porte Giove","","Mortara (PV)","Italy (Domicile)","","19790463","20130510"
"HM8015","9812"," No 184 Via Fulvio Testi","","Cinisello Balsamo (MI)","Italy","","19790463","20130510"
"HM8015","9813"," No 184 Via Fulvio Testi","","Cinisello Balsamo (MI)","Italy","","19790463","20130510"
"HM8016","9814","","","","Algeria","","19790463","20130510"
"HM8053","9815"," PO Box 548","","Baghdad","Iraq","","19790463","20130510"
"HM8054","9816"," Baghdad International Airport General Street","","Baghdad","Iraq","","19790463","20130510"
